"","activity","subject","measurement","average"
"1473","WALKING_DOWNSTAIRS",21,"tBodyAcc.mean...X",0.277466525522059
"1474","WALKING_DOWNSTAIRS",21,"tBodyAcc.mean...Y",-0.0176664578561765
"1475","WALKING_DOWNSTAIRS",21,"tBodyAcc.mean...Z",-0.10877848058848
"1476","WALKING_DOWNSTAIRS",21,"tBodyAcc.std...X",-0.672323867377451
"1477","WALKING_DOWNSTAIRS",21,"tBodyAcc.std...Y",-0.565585190336299
"1478","WALKING_DOWNSTAIRS",21,"tBodyAcc.std...Z",-0.669621813176471
"1479","WALKING_DOWNSTAIRS",21,"tBodyAccJerk.mean...X",0.0822207874776961
"1480","WALKING_DOWNSTAIRS",21,"tBodyAccJerk.mean...Y",0.00350107553584853
"1481","WALKING_DOWNSTAIRS",21,"tBodyAccJerk.mean...Z",-0.010659072671299
"1482","WALKING_DOWNSTAIRS",21,"tBodyAccJerk.std...X",-0.699763344205784
"1483","WALKING_DOWNSTAIRS",21,"tBodyAccJerk.std...Y",-0.66515912310562
"1484","WALKING_DOWNSTAIRS",21,"tBodyAccJerk.std...Z",-0.78182390148299
"1485","WALKING_DOWNSTAIRS",21,"tBodyAccJerkMag.mean..",-0.703461275879657
"1486","WALKING_DOWNSTAIRS",21,"tBodyAccJerkMag.std..",-0.680069218953922
"1487","WALKING_DOWNSTAIRS",21,"tBodyAccMag.mean..",-0.620309259553676
"1488","WALKING_DOWNSTAIRS",21,"tBodyAccMag.std..",-0.6601960145
"1489","WALKING_DOWNSTAIRS",21,"tBodyGyro.mean...X",-0.0276346639303578
"1490","WALKING_DOWNSTAIRS",21,"tBodyGyro.mean...Y",-0.0784719736838971
"1491","WALKING_DOWNSTAIRS",21,"tBodyGyro.mean...Z",0.0861212668362745
"1492","WALKING_DOWNSTAIRS",21,"tBodyGyro.std...X",-0.79617228689951
"1493","WALKING_DOWNSTAIRS",21,"tBodyGyro.std...Y",-0.765057760637255
"1494","WALKING_DOWNSTAIRS",21,"tBodyGyro.std...Z",-0.701642028499559
"1495","WALKING_DOWNSTAIRS",21,"tBodyGyroJerk.mean...X",-0.100558317889216
"1496","WALKING_DOWNSTAIRS",21,"tBodyGyroJerk.mean...Y",-0.0408236141863333
"1497","WALKING_DOWNSTAIRS",21,"tBodyGyroJerk.mean...Z",-0.0533861046416422
"1498","WALKING_DOWNSTAIRS",21,"tBodyGyroJerk.std...X",-0.792483156720588
"1499","WALKING_DOWNSTAIRS",21,"tBodyGyroJerk.std...Y",-0.815859336004902
"1500","WALKING_DOWNSTAIRS",21,"tBodyGyroJerk.std...Z",-0.812017312181373
"1501","WALKING_DOWNSTAIRS",21,"tBodyGyroJerkMag.mean..",-0.807817403137255
"1502","WALKING_DOWNSTAIRS",21,"tBodyGyroJerkMag.std..",-0.82408989995098
"1503","WALKING_DOWNSTAIRS",21,"tBodyGyroMag.mean..",-0.693779224517157
"1504","WALKING_DOWNSTAIRS",21,"tBodyGyroMag.std..",-0.761303119652451
"1505","WALKING_DOWNSTAIRS",21,"tGravityAcc.mean...X",0.645775957808824
"1506","WALKING_DOWNSTAIRS",21,"tGravityAcc.mean...Y",-0.0750963071446078
"1507","WALKING_DOWNSTAIRS",21,"tGravityAcc.mean...Z",0.0321851774362745
"1508","WALKING_DOWNSTAIRS",21,"tGravityAcc.std...X",-0.965586634460784
"1509","WALKING_DOWNSTAIRS",21,"tGravityAcc.std...Y",-0.969330818455882
"1510","WALKING_DOWNSTAIRS",21,"tGravityAcc.std...Z",-0.953093993308823
"1511","WALKING_DOWNSTAIRS",21,"tGravityAccMag.mean..",-0.620309259553676
"1512","WALKING_DOWNSTAIRS",21,"tGravityAccMag.std..",-0.6601960145
"1513","SITTING",22,"fBodyAcc.mean...X",-0.0414589456
"1514","SITTING",22,"fBodyAcc.mean...Y",0.1231057773
"1515","SITTING",22,"fBodyAcc.mean...Z",-0.198565773954545
"1516","SITTING",22,"fBodyAcc.std...X",0.118339545340909
"1517","SITTING",22,"fBodyAcc.std...Y",0.190673821868182
"1518","SITTING",22,"fBodyAcc.std...Z",-0.1092913705
"1519","SITTING",22,"fBodyAccJerk.mean...X",0.00774466264545455
"1520","SITTING",22,"fBodyAccJerk.mean...Y",-0.042898966
"1521","SITTING",22,"fBodyAccJerk.mean...Z",-0.38815349
"1522","SITTING",22,"fBodyAccJerk.std...X",-0.0416593402068182
"1523","SITTING",22,"fBodyAccJerk.std...Y",-0.0801154312545455
"1524","SITTING",22,"fBodyAccJerk.std...Z",-0.500476129545455
"1525","SITTING",22,"fBodyAccMag.mean..",-0.0295832732681818
"1526","SITTING",22,"fBodyAccMag.std..",-0.323464307272727
"1527","SITTING",22,"fBodyBodyAccJerkMag.mean..",0.00382710664090909
"1528","SITTING",22,"fBodyBodyAccJerkMag.std..",-0.0977799986818182
"1529","SITTING",22,"fBodyBodyGyroMag.mean..",-0.354449740454545
"1530","SITTING",22,"fBodyGyro.mean...X",-0.237124032272727
"1531","SITTING",22,"fBodyGyro.mean...Y",-0.483080167727273
"1532","SITTING",22,"fBodyGyro.mean...Z",-0.158548504727273
"1533","SITTING",22,"fBodyGyro.std...X",-0.423153909545455
"1534","SITTING",22,"fBodyGyro.std...Y",-0.437456513181818
"1535","SITTING",22,"fBodyGyro.std...Z",-0.205526546681818
"1536","SITTING",22,"tBodyAcc.mean...X",0.242298449272727
"1537","SITTING",22,"tBodyAcc.mean...Y",-0.0316561370181818
"1538","SITTING",22,"tBodyAcc.mean...Z",-0.105664296590909
"1539","SITTING",22,"tBodyAcc.std...X",0.0764832471304546
"1540","SITTING",22,"tBodyAcc.std...Y",0.219952845181818
"1541","SITTING",22,"tBodyAcc.std...Z",-0.0935184360181818
"1542","SITTING",22,"tBodyAccJerk.mean...X",0.105897183954545
"1543","SITTING",22,"tBodyAccJerk.mean...Y",0.0320774996545455
"1544","SITTING",22,"tBodyAccJerk.mean...Z",-0.0326983629140909
"1545","SITTING",22,"tBodyAccJerk.std...X",0.0296014137090909
"1546","SITTING",22,"tBodyAccJerk.std...Y",-0.0270976569090909
"1547","SITTING",22,"tBodyAccJerk.std...Z",-0.444640860909091
"1548","SITTING",22,"tBodyAccJerkMag.mean..",-0.0662072290227273
"1549","SITTING",22,"tBodyAccJerkMag.std..",-0.0363532663636364
"1550","SITTING",22,"tBodyAccMag.mean..",0.194598717272727
"1551","SITTING",22,"tBodyAccMag.std..",-0.126888896863636
"1552","SITTING",22,"tBodyGyro.mean...X",0.119614300727273
"1553","SITTING",22,"tBodyGyro.mean...Y",-0.172162155445455
"1554","SITTING",22,"tBodyGyro.mean...Z",-0.0046475084
"1555","SITTING",22,"tBodyGyro.std...X",-0.377598602272727
"1556","SITTING",22,"tBodyGyro.std...Y",-0.451114613181818
"1557","SITTING",22,"tBodyGyro.std...Z",-0.1330599105
"1558","SITTING",22,"tBodyGyroJerk.mean...X",-0.119050870677727
"1559","SITTING",22,"tBodyGyroJerk.mean...Y",-0.0593756069681818
"1560","SITTING",22,"tBodyGyroJerk.mean...Z",-0.0743422650272727
"1561","SITTING",22,"tBodyGyroJerk.std...X",-0.388955637727273
"1562","SITTING",22,"tBodyGyroJerk.std...Y",-0.665547723636364
"1563","SITTING",22,"tBodyGyroJerk.std...Z",-0.482172029090909
"1564","SITTING",22,"tBodyGyroJerkMag.mean..",-0.543885972272727
"1565","SITTING",22,"tBodyGyroJerkMag.std..",-0.644416388636364
"1566","SITTING",22,"tBodyGyroMag.mean..",-0.137333612554545
"1567","SITTING",22,"tBodyGyroMag.std..",-0.223751816518182
"1568","SITTING",22,"tGravityAcc.mean...X",0.870172199545455
"1569","SITTING",22,"tGravityAcc.mean...Y",-0.350769156818182
"1570","SITTING",22,"tGravityAcc.mean...Z",-0.1765357405
"1571","SITTING",22,"tGravityAcc.std...X",-0.939673766818182
"1572","SITTING",22,"tGravityAcc.std...Y",-0.944104886363636
"1573","SITTING",22,"tGravityAcc.std...Z",-0.92719241
"1574","SITTING",22,"tGravityAccMag.mean..",0.194598717272727
"1575","SITTING",22,"tGravityAccMag.std..",-0.126888896863636
"1576","WALKING_DOWNSTAIRS",22,"fBodyAcc.mean...X",-0.63565324919699
"1577","WALKING_DOWNSTAIRS",22,"fBodyAcc.mean...Y",-0.554621367574582
"1578","WALKING_DOWNSTAIRS",22,"fBodyAcc.mean...Z",-0.723282881277592
"1579","WALKING_DOWNSTAIRS",22,"fBodyAcc.std...X",-0.57658611649398
"1580","WALKING_DOWNSTAIRS",22,"fBodyAcc.std...Y",-0.567546209132776
"1581","WALKING_DOWNSTAIRS",22,"fBodyAcc.std...Z",-0.706443300175585
"1582","WALKING_DOWNSTAIRS",22,"fBodyAccJerk.mean...X",-0.649283145619064
"1583","WALKING_DOWNSTAIRS",22,"fBodyAccJerk.mean...Y",-0.613419188476589
"1584","WALKING_DOWNSTAIRS",22,"fBodyAccJerk.mean...Z",-0.765568239732441
"1585","WALKING_DOWNSTAIRS",22,"fBodyAccJerk.std...X",-0.643720768424415
"1586","WALKING_DOWNSTAIRS",22,"fBodyAccJerk.std...Y",-0.612907133218033
"1587","WALKING_DOWNSTAIRS",22,"fBodyAccJerk.std...Z",-0.800838269899666
"1588","WALKING_DOWNSTAIRS",22,"fBodyAccMag.mean..",-0.61441509667592
"1589","WALKING_DOWNSTAIRS",22,"fBodyAccMag.std..",-0.699680500173244
"1590","WALKING_DOWNSTAIRS",22,"fBodyBodyAccJerkMag.mean..",-0.628800131547492
"1591","WALKING_DOWNSTAIRS",22,"fBodyBodyAccJerkMag.std..",-0.636187050918395
"1592","WALKING_DOWNSTAIRS",22,"fBodyBodyGyroMag.mean..",-0.755664344113712
"1593","WALKING_DOWNSTAIRS",22,"fBodyGyro.mean...X",-0.669187479525084
"1594","WALKING_DOWNSTAIRS",22,"fBodyGyro.mean...Y",-0.81408546735786
"1595","WALKING_DOWNSTAIRS",22,"fBodyGyro.mean...Z",-0.679035334374582
"1596","WALKING_DOWNSTAIRS",22,"fBodyGyro.std...X",-0.736449902993311
"1597","WALKING_DOWNSTAIRS",22,"fBodyGyro.std...Y",-0.807400495819398
"1598","WALKING_DOWNSTAIRS",22,"fBodyGyro.std...Z",-0.726376317959866
"1599","WALKING_DOWNSTAIRS",22,"tBodyAcc.mean...X",0.277156731173244
"1600","WALKING_DOWNSTAIRS",22,"tBodyAcc.mean...Y",-0.0157362798544615
"1601","WALKING_DOWNSTAIRS",22,"tBodyAcc.mean...Z",-0.108891559940803
"1602","WALKING_DOWNSTAIRS",22,"tBodyAcc.std...X",-0.591898038755853
"1603","WALKING_DOWNSTAIRS",22,"tBodyAcc.std...Y",-0.543513202065318
"1604","WALKING_DOWNSTAIRS",22,"tBodyAcc.std...Z",-0.696409302003679
"1605","WALKING_DOWNSTAIRS",22,"tBodyAccJerk.mean...X",0.0771316429411706
"1606","WALKING_DOWNSTAIRS",22,"tBodyAccJerk.mean...Y",0.0140196360738796
"1607","WALKING_DOWNSTAIRS",22,"tBodyAccJerk.mean...Z",-0.00535471338117057
"1608","WALKING_DOWNSTAIRS",22,"tBodyAccJerk.std...X",-0.630182598844147
"1609","WALKING_DOWNSTAIRS",22,"tBodyAccJerk.std...Y",-0.59971491352709
"1610","WALKING_DOWNSTAIRS",22,"tBodyAccJerk.std...Z",-0.783706594247492
"1611","WALKING_DOWNSTAIRS",22,"tBodyAccJerkMag.mean..",-0.649767623265886
"1612","WALKING_DOWNSTAIRS",22,"tBodyAccJerkMag.std..",-0.630546676298027
"1613","WALKING_DOWNSTAIRS",22,"tBodyAccMag.mean..",-0.555508409465953
"1614","WALKING_DOWNSTAIRS",22,"tBodyAccMag.std..",-0.630466994221472
"1615","WALKING_DOWNSTAIRS",22,"tBodyGyro.mean...X",-0.0173964514566555
"1616","WALKING_DOWNSTAIRS",22,"tBodyGyro.mean...Y",-0.0892861352287625
"1617","WALKING_DOWNSTAIRS",22,"tBodyGyro.mean...Z",0.0875601891371237
"1618","WALKING_DOWNSTAIRS",22,"tBodyGyro.std...X",-0.719340785619732
"1619","WALKING_DOWNSTAIRS",22,"tBodyGyro.std...Y",-0.808549367023411
"1620","WALKING_DOWNSTAIRS",22,"tBodyGyro.std...Z",-0.692821756428094
"1621","WALKING_DOWNSTAIRS",22,"tBodyGyroJerk.mean...X",-0.108536983918729
"1622","WALKING_DOWNSTAIRS",22,"tBodyGyroJerk.mean...Y",-0.0369228007661538
"1623","WALKING_DOWNSTAIRS",22,"tBodyGyroJerk.mean...Z",-0.0570277658573913
"1624","WALKING_DOWNSTAIRS",22,"tBodyGyroJerk.std...X",-0.732439672053512
"1625","WALKING_DOWNSTAIRS",22,"tBodyGyroJerk.std...Y",-0.874226384113712
"1626","WALKING_DOWNSTAIRS",22,"tBodyGyroJerk.std...Z",-0.761410622511706
"1627","WALKING_DOWNSTAIRS",22,"tBodyGyroJerkMag.mean..",-0.813134479966555
"1628","WALKING_DOWNSTAIRS",22,"tBodyGyroJerkMag.std..",-0.839890422274247
"1629","WALKING_DOWNSTAIRS",22,"tBodyGyroMag.mean..",-0.674479870696321
"1630","WALKING_DOWNSTAIRS",22,"tBodyGyroMag.std..",-0.709682201686622
"1631","WALKING_DOWNSTAIRS",22,"tGravityAcc.mean...X",0.590202951371237
"1632","WALKING_DOWNSTAIRS",22,"tGravityAcc.mean...Y",0.059637422
"1633","WALKING_DOWNSTAIRS",22,"tGravityAcc.mean...Z",0.266233413475819
"1634","WALKING_DOWNSTAIRS",22,"tGravityAcc.std...X",-0.959890000367893
"1635","WALKING_DOWNSTAIRS",22,"tGravityAcc.std...Y",-0.958295670545485
"1636","WALKING_DOWNSTAIRS",22,"tGravityAcc.std...Z",-0.939955773782609
"1637","WALKING_DOWNSTAIRS",22,"tGravityAccMag.mean..",-0.555508409465953
"1638","WALKING_DOWNSTAIRS",22,"tGravityAccMag.std..",-0.630466994221472
"1639","SITTING",23,"fBodyAcc.mean...X",-0.599080886430645
"1640","SITTING",23,"fBodyAcc.mean...Y",-0.548483208943548
"1641","SITTING",23,"fBodyAcc.mean...Z",-0.49021281618414
"1642","SITTING",23,"fBodyAcc.std...X",-0.633839114436559
"1643","SITTING",23,"fBodyAcc.std...Y",-0.554471679592177
"1644","SITTING",23,"fBodyAcc.std...Z",-0.474767543716048
"1645","SITTING",23,"fBodyAccJerk.mean...X",-0.617521836605645
"1646","SITTING",23,"fBodyAccJerk.mean...Y",-0.628231338392742
"1647","SITTING",23,"fBodyAccJerk.mean...Z",-0.578870810235484
"1648","SITTING",23,"fBodyAccJerk.std...X",-0.635054351475538
"1649","SITTING",23,"fBodyAccJerk.std...Y",-0.636977610060753
"1650","SITTING",23,"fBodyAccJerk.std...Z",-0.627540367652688
"1651","SITTING",23,"fBodyAccMag.mean..",-0.529029284118011
"1652","SITTING",23,"fBodyAccMag.std..",-0.657048917971505
"1653","SITTING",23,"fBodyBodyAccJerkMag.mean..",-0.542663319457527
"1654","SITTING",23,"fBodyBodyAccJerkMag.std..",-0.583832309145968
"1655","SITTING",23,"fBodyBodyGyroMag.mean..",-0.534657191683602
"1656","SITTING",23,"fBodyGyro.mean...X",-0.685136501518817
"1657","SITTING",23,"fBodyGyro.mean...Y",-0.497783811010484
"1658","SITTING",23,"fBodyGyro.mean...Z",-0.617685416736559
"1659","SITTING",23,"fBodyGyro.std...X",-0.779197054064516
"1660","SITTING",23,"fBodyGyro.std...Y",-0.50785054741371
"1661","SITTING",23,"fBodyGyro.std...Z",-0.644131036807258
"1662","SITTING",23,"tBodyAcc.mean...X",0.273493254730108
"1663","SITTING",23,"tBodyAcc.mean...Y",-0.019589258786828
"1664","SITTING",23,"tBodyAcc.mean...Z",-0.109093982385242
"1665","SITTING",23,"tBodyAcc.std...X",-0.622594039757258
"1666","SITTING",23,"tBodyAcc.std...Y",-0.532078546615699
"1667","SITTING",23,"tBodyAcc.std...Z",-0.450557203409946
"1668","SITTING",23,"tBodyAccJerk.mean...X",0.0778588215843817
"1669","SITTING",23,"tBodyAccJerk.mean...Y",0.0200470964972984
"1670","SITTING",23,"tBodyAccJerk.mean...Z",-0.000717680881887096
"1671","SITTING",23,"tBodyAccJerk.std...X",-0.608183751830914
"1672","SITTING",23,"tBodyAccJerk.std...Y",-0.61898123051828
"1673","SITTING",23,"tBodyAccJerk.std...Z",-0.603048769571532
"1674","SITTING",23,"tBodyAccJerkMag.mean..",-0.58640067170914
"1675","SITTING",23,"tBodyAccJerkMag.std..",-0.55872531418629
"1676","SITTING",23,"tBodyAccMag.mean..",-0.532754757205108
"1677","SITTING",23,"tBodyAccMag.std..",-0.56557562579215
"1678","SITTING",23,"tBodyGyro.mean...X",-0.0220890418013172
"1679","SITTING",23,"tBodyGyro.mean...Y",-0.0825972963754032
"1680","SITTING",23,"tBodyGyro.mean...Z",0.074694942324328
"1681","SITTING",23,"tBodyGyro.std...X",-0.755738625241935
"1682","SITTING",23,"tBodyGyro.std...Y",-0.500338191139785
"1683","SITTING",23,"tBodyGyro.std...Z",-0.609683451821774
"1684","SITTING",23,"tBodyGyroJerk.mean...X",-0.0966990737225806
"1685","SITTING",23,"tBodyGyroJerk.mean...Y",-0.0432722741798387
"1686","SITTING",23,"tBodyGyroJerk.mean...Z",-0.0621959093526344
"1687","SITTING",23,"tBodyGyroJerk.std...X",-0.728692138333333
"1688","SITTING",23,"tBodyGyroJerk.std...Y",-0.546043593651882
"1689","SITTING",23,"tBodyGyroJerk.std...Z",-0.740518145887097
"1690","SITTING",23,"tBodyGyroJerkMag.mean..",-0.623412641977151
"1691","SITTING",23,"tBodyGyroJerkMag.std..",-0.573942888021613
"1692","SITTING",23,"tBodyGyroMag.mean..",-0.544207964433387
"1693","SITTING",23,"tBodyGyroMag.std..",-0.541949073660753
"1694","SITTING",23,"tGravityAcc.mean...X",0.662324737580645
"1695","SITTING",23,"tGravityAcc.mean...Y",0.0146209197354839
"1696","SITTING",23,"tGravityAcc.mean...Z",0.0518662466372043
"1697","SITTING",23,"tGravityAcc.std...X",-0.964393040295699
"1698","SITTING",23,"tGravityAcc.std...Y",-0.960318907096774
"1699","SITTING",23,"tGravityAcc.std...Z",-0.934236146612903
"1700","SITTING",23,"tGravityAccMag.mean..",-0.532754757205108
"1701","SITTING",23,"tGravityAccMag.std..",-0.56557562579215
"1702","LAYING",24,"fBodyAcc.mean...X",-0.707613779580052
"1703","LAYING",24,"fBodyAcc.mean...Y",-0.611509042586877
"1704","LAYING",24,"fBodyAcc.mean...Z",-0.65585899482231
"1705","LAYING",24,"fBodyAcc.std...X",-0.664356691751496
"1706","LAYING",24,"fBodyAcc.std...Y",-0.594676790059055
"1707","LAYING",24,"fBodyAcc.std...Z",-0.655360521446194
"1708","LAYING",24,"fBodyAccJerk.mean...X",-0.752245372493438
"1709","LAYING",24,"fBodyAccJerk.mean...Y",-0.703641614506562
"1710","LAYING",24,"fBodyAccJerk.mean...Z",-0.719655747391076
"1711","LAYING",24,"fBodyAccJerk.std...X",-0.751378154304462
"1712","LAYING",24,"fBodyAccJerk.std...Y",-0.688280461860892
"1713","LAYING",24,"fBodyAccJerk.std...Z",-0.751628687821522
"1714","LAYING",24,"fBodyAccMag.mean..",-0.650121872273806
"1715","LAYING",24,"fBodyAccMag.std..",-0.705928425819685
"1716","LAYING",24,"fBodyBodyAccJerkMag.mean..",-0.696845583388451
"1717","LAYING",24,"fBodyBodyAccJerkMag.std..",-0.682447145993307
"1718","LAYING",24,"fBodyBodyGyroMag.mean..",-0.754131617480315
"1719","LAYING",24,"fBodyGyro.mean...X",-0.722607377748032
"1720","LAYING",24,"fBodyGyro.mean...Y",-0.753710479580053
"1721","LAYING",24,"fBodyGyro.mean...Z",-0.70948857687664
"1722","LAYING",24,"fBodyGyro.std...X",-0.794063529133858
"1723","LAYING",24,"fBodyGyro.std...Y",-0.771969808976378
"1724","LAYING",24,"fBodyGyro.std...Z",-0.735749934304462
"1725","LAYING",24,"tBodyAcc.mean...X",0.276767046391076
"1726","LAYING",24,"tBodyAcc.mean...Y",-0.0176822460103885
"1727","LAYING",24,"tBodyAcc.mean...Z",-0.107914503687664
"1728","LAYING",24,"tBodyAcc.std...X",-0.675459176298425
"1729","LAYING",24,"tBodyAcc.std...Y",-0.582490655185302
"1730","LAYING",24,"tBodyAcc.std...Z",-0.636497458900262
"1731","LAYING",24,"tBodyAccJerk.mean...X",0.0784735003467192
"1732","LAYING",24,"tBodyAccJerk.mean...Y",0.00396900308574016
"1733","LAYING",24,"tBodyAccJerk.mean...Z",-0.00700960558805774
"1734","LAYING",24,"tBodyAccJerk.std...X",-0.74030054488189
"1735","LAYING",24,"tBodyAccJerk.std...Y",-0.685979796261942
"1736","LAYING",24,"tBodyAccJerk.std...Z",-0.736374232574803
"1737","LAYING",24,"tBodyAccJerkMag.mean..",-0.713667423769029
"1738","LAYING",24,"tBodyAccJerkMag.std..",-0.689391189346457
"1739","LAYING",24,"tBodyAccMag.mean..",-0.620032665162467
"1740","LAYING",24,"tBodyAccMag.std..",-0.650862147810236
"1741","LAYING",24,"tBodyGyro.mean...X",-0.0212578096847769
"1742","LAYING",24,"tBodyGyro.mean...Y",-0.0782440202677165
"1743","LAYING",24,"tBodyGyro.mean...Z",0.0841740375981627
"1744","LAYING",24,"tBodyGyro.std...X",-0.776199049939633
"1745","LAYING",24,"tBodyGyro.std...Y",-0.763365457296588
"1746","LAYING",24,"tBodyGyro.std...Z",-0.708251676335958
"1747","LAYING",24,"tBodyGyroJerk.mean...X",-0.0998294248142257
"1748","LAYING",24,"tBodyGyroJerk.mean...Y",-0.0390749421383202
"1749","LAYING",24,"tBodyGyroJerk.mean...Z",-0.0552987683401575
"1750","LAYING",24,"tBodyGyroJerk.std...X",-0.764490030609974
"1751","LAYING",24,"tBodyGyroJerk.std...Y",-0.792718702440945
"1752","LAYING",24,"tBodyGyroJerk.std...Z",-0.796816516614173
"1753","LAYING",24,"tBodyGyroJerkMag.mean..",-0.791646550787402
"1754","LAYING",24,"tBodyGyroJerkMag.std..",-0.788997850813648
"1755","LAYING",24,"tBodyGyroMag.mean..",-0.682447212750656
"1756","LAYING",24,"tBodyGyroMag.std..",-0.742983126606299
"1757","LAYING",24,"tGravityAcc.mean...X",0.69498126808399
"1758","LAYING",24,"tGravityAcc.mean...Y",0.0729509702152231
"1759","LAYING",24,"tGravityAcc.mean...Z",0.0623227714146982
"1760","LAYING",24,"tGravityAcc.std...X",-0.975329699658793
"1761","LAYING",24,"tGravityAcc.std...Y",-0.96089816664042
"1762","LAYING",24,"tGravityAcc.std...Z",-0.955724566194226
"1763","LAYING",24,"tGravityAccMag.mean..",-0.620032665162467
"1764","LAYING",24,"tGravityAccMag.std..",-0.650862147810236
"1765","SITTING",25,"fBodyAcc.mean...X",-0.748416509682152
"1766","SITTING",25,"fBodyAcc.mean...Y",-0.600027697242054
"1767","SITTING",25,"fBodyAcc.mean...Z",-0.738509947579462
"1768","SITTING",25,"fBodyAcc.std...X",-0.705223686579951
"1769","SITTING",25,"fBodyAcc.std...Y",-0.529064652290954
"1770","SITTING",25,"fBodyAcc.std...Z",-0.630224637674572
"1771","SITTING",25,"fBodyAccJerk.mean...X",-0.804144642836186
"1772","SITTING",25,"fBodyAccJerk.mean...Y",-0.740570312249389
"1773","SITTING",25,"fBodyAccJerk.mean...Z",-0.849504849486553
"1774","SITTING",25,"fBodyAccJerk.std...X",-0.807712525721271
"1775","SITTING",25,"fBodyAccJerk.std...Y",-0.721707668572127
"1776","SITTING",25,"fBodyAccJerk.std...Z",-0.870541516210269
"1777","SITTING",25,"fBodyAccMag.mean..",-0.69501971
"1778","SITTING",25,"fBodyAccMag.std..",-0.695367928718826
"1779","SITTING",25,"fBodyBodyAccJerkMag.mean..",-0.779190075892421
"1780","SITTING",25,"fBodyBodyAccJerkMag.std..",-0.783547229755501
"1781","SITTING",25,"fBodyBodyGyroMag.mean..",-0.754236109755501
"1782","SITTING",25,"fBodyGyro.mean...X",-0.672197763601467
"1783","SITTING",25,"fBodyGyro.mean...Y",-0.81313379207824
"1784","SITTING",25,"fBodyGyro.mean...Z",-0.746832213594132
"1785","SITTING",25,"fBodyGyro.std...X",-0.690398481943765
"1786","SITTING",25,"fBodyGyro.std...Y",-0.723584437530562
"1787","SITTING",25,"fBodyGyro.std...Z",-0.771208929095355
"1788","SITTING",25,"tBodyAcc.mean...X",0.275301467772127
"1789","SITTING",25,"tBodyAcc.mean...Y",-0.0193221769314914
"1790","SITTING",25,"tBodyAcc.mean...Z",-0.10962903098044
"1791","SITTING",25,"tBodyAcc.std...X",-0.716264537547677
"1792","SITTING",25,"tBodyAcc.std...Y",-0.531421035602689
"1793","SITTING",25,"tBodyAcc.std...Z",-0.64709556105868
"1794","SITTING",25,"tBodyAccJerk.mean...X",0.0817657442063814
"1795","SITTING",25,"tBodyAccJerk.mean...Y",0.00638633884442543
"1796","SITTING",25,"tBodyAccJerk.mean...Z",-0.010346171499489
"1797","SITTING",25,"tBodyAccJerk.std...X",-0.79682335007335
"1798","SITTING",25,"tBodyAccJerk.std...Y",-0.722502919364303
"1799","SITTING",25,"tBodyAccJerk.std...Z",-0.860669382640587
"1800","SITTING",25,"tBodyAccJerkMag.mean..",-0.783445354474328
"1801","SITTING",25,"tBodyAccJerkMag.std..",-0.780451867848411
"1802","SITTING",25,"tBodyAccMag.mean..",-0.583377749713936
"1803","SITTING",25,"tBodyAccMag.std..",-0.659015505611247
"1804","SITTING",25,"tBodyGyro.mean...X",-0.00298151164792176
"1805","SITTING",25,"tBodyGyro.mean...Y",-0.083900354157824
"1806","SITTING",25,"tBodyGyro.mean...Z",0.0993606079900489
"1807","SITTING",25,"tBodyGyro.std...X",-0.683131970775061
"1808","SITTING",25,"tBodyGyro.std...Y",-0.752261013276284
"1809","SITTING",25,"tBodyGyro.std...Z",-0.74741022
"1810","SITTING",25,"tBodyGyroJerk.mean...X",-0.108263884562298
"1811","SITTING",25,"tBodyGyroJerk.mean...Y",-0.0389884753435208
"1812","SITTING",25,"tBodyGyroJerk.mean...Z",-0.0555782223647433
"1813","SITTING",25,"tBodyGyroJerk.std...X",-0.768682473178484
"1814","SITTING",25,"tBodyGyroJerk.std...Y",-0.902628080757946
"1815","SITTING",25,"tBodyGyroJerk.std...Z",-0.831848667286064
"1816","SITTING",25,"tBodyGyroJerkMag.mean..",-0.849630706259169
"1817","SITTING",25,"tBodyGyroJerkMag.std..",-0.872776184449878
"1818","SITTING",25,"tBodyGyroMag.mean..",-0.625733064258924
"1819","SITTING",25,"tBodyGyroMag.std..",-0.68515279467066
"1820","SITTING",25,"tGravityAcc.mean...X",0.672386622127139
"1821","SITTING",25,"tGravityAcc.mean...Y",0.0471601427530562
"1822","SITTING",25,"tGravityAcc.mean...Z",0.239226040930391
"1823","SITTING",25,"tGravityAcc.std...X",-0.950017091344743
"1824","SITTING",25,"tGravityAcc.std...Y",-0.901088770963325
"1825","SITTING",25,"tGravityAcc.std...Z",-0.880682330706602
"1826","SITTING",25,"tGravityAccMag.mean..",-0.583377749713936
"1827","SITTING",25,"tGravityAccMag.std..",-0.659015505611247
"1828","SITTING",26,"fBodyAcc.mean...X",-0.65109030186199
"1829","SITTING",26,"fBodyAcc.mean...Y",-0.610425833240306
"1830","SITTING",26,"fBodyAcc.mean...Z",-0.724046087155612
"1831","SITTING",26,"fBodyAcc.std...X",-0.61349959767602
"1832","SITTING",26,"fBodyAcc.std...Y",-0.600274809826275
"1833","SITTING",26,"fBodyAcc.std...Z",-0.718490475765306
"1834","SITTING",26,"fBodyAccJerk.mean...X",-0.699413168295663
"1835","SITTING",26,"fBodyAccJerk.mean...Y",-0.696726473912755
"1836","SITTING",26,"fBodyAccJerk.mean...Z",-0.76956529125
"1837","SITTING",26,"fBodyAccJerk.std...X",-0.694314518927551
